id	gocat	goterm	goid
slr0901	B	Mo-molybdopterin cofactor biosynthetic process	GO:0006777
slr0901	C	molybdopterin synthase complex	GO:0019008
slr0901	M	4 iron, 4 sulfur cluster binding	GO:0051539
slr0901	M	catalytic activity	GO:0003824
slr0901	M	iron-sulfur cluster binding	GO:0051536
slr0901	M	metal ion binding	GO:0046872
slr0902	B	Mo-molybdopterin cofactor biosynthetic process	GO:0006777
slr0903	B	Mo-molybdopterin cofactor biosynthetic process	GO:0006777
slr0904	B	chlorophyll biosynthetic process	GO:0015995
slr0904	B	photosynthesis	GO:0015979
slr0904	M	magnesium chelatase activity	GO:0016851
slr0904	M	nucleoside-triphosphatase activity	GO:0017111
slr0904	M	nucleotide binding	GO:0000166
slr0905	B	RNA modification	GO:0009451
slr0905	B	chlorophyll biosynthetic process	GO:0015995
slr0905	B	oxidation reduction	GO:0055114
slr0905	M	4 iron, 4 sulfur cluster binding	GO:0051539
slr0905	M	NADP or NADPH binding	GO:0050661
slr0905	M	catalytic activity	GO:0003824
slr0905	M	cobalamin binding	GO:0031419
slr0905	M	iron-sulfur cluster binding	GO:0051536
slr0905	M	metal ion binding	GO:0046872
slr0905	M	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen	GO:0016709
slr0906	B	photosynthesis, light reaction	GO:0019684
slr0906	B	photosynthetic electron transport chain	GO:0009767
slr0906	C	membrane	GO:0016020
slr0906	C	photosystem	GO:0009521
slr0906	M	chlorophyll binding	GO:0016168
slr0918	B	cellular process	GO:0009987
slr0918	B	proteolysis	GO:0006508
slr0918	M	aminopeptidase activity	GO:0004177
slr0918	M	metalloexopeptidase activity	GO:0008235
slr0920	M	hydrolase activity	GO:0016787
slr0922	B	translation	GO:0006412
slr0922	M	aminoacyl-tRNA hydrolase activity	GO:0004045
slr0923	B	translation	GO:0006412
slr0923	C	intracellular	GO:0005622
slr0923	C	plastid	GO:0009536
slr0923	C	ribosome	GO:0005840
slr0923	M	structural constituent of ribosome	GO:0003735
slr0925	B	DNA replication	GO:0006260
slr0925	M	single-stranded DNA binding	GO:0003697
slr0926	B	biosynthetic process	GO:0009058
slr0926	C	integral to membrane	GO:0016021
slr0926	M	prenyltransferase activity	GO:0004659
slr0927	B	photosynthesis, light reaction	GO:0019684
slr0927	B	photosynthetic electron transport in photosystem II	GO:0009772
slr0927	C	light-harvesting complex	GO:0030076
slr0927	C	membrane	GO:0016020
slr0927	C	plasma membrane light-harvesting complex	GO:0030077
slr0927	M	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	GO:0045156
slr0930	M	nucleoside-triphosphatase activity	GO:0017111
slr0930	M	nucleotide binding	GO:0000166
slr0936	B	NAD biosynthetic process	GO:0009435
slr0936	B	metabolic process	GO:0008152
slr0936	B	pyridine nucleotide biosynthetic process	GO:0019363
slr0936	M	catalytic activity	GO:0003824
slr0936	M	nicotinate-nucleotide diphosphorylase (carboxylating) activity	GO:0004514
slr0938	B	biosynthetic process	GO:0009058
slr0938	M	ATP binding	GO:0005524
slr0940	B	carotenoid biosynthetic process	GO:0016117
slr0940	B	oxidation reduction	GO:0055114
slr0940	M	carotene 7,8-desaturase activity	GO:0016719
slr0942	B	oxidation reduction	GO:0055114
slr0942	M	oxidoreductase activity	GO:0016491
slr0943	B	glycolysis	GO:0006096
slr0943	B	metabolic process	GO:0008152
slr0943	M	catalytic activity	GO:0003824
slr0943	M	fructose-bisphosphate aldolase activity	GO:0004332
slr0944	B	sodium ion transport	GO:0006814
slr0944	C	integral to membrane	GO:0016021
slr0944	C	membrane	GO:0016020
slr0944	M	bile acid:sodium symporter activity	GO:0008508
slr0946	B	protein amino acid dephosphorylation	GO:0006470
slr0946	M	protein tyrosine phosphatase activity	GO:0004725
slr0947	B	regulation of transcription, DNA-dependent	GO:0006355
slr0947	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr0947	M	DNA binding	GO:0003677
slr0947	M	two-component response regulator activity	GO:0000156
slr0949	B	transport	GO:0006810
slr0949	C	membrane	GO:0016020
slr0949	M	transporter activity	GO:0005215
slr0950	B	hemolysis by symbiont of host erythrocytes	GO:0019836
slr0950	B	methylation	GO:0032259
slr0950	M	RNA binding	GO:0003723
slr0950	M	methyltransferase activity	GO:0008168
slr0950	M	nucleic acid binding	GO:0003676
slr0951	B	isoprenoid biosynthetic process	GO:0008299
slr0951	M	catalytic activity	GO:0003824
slr0952	B	carbohydrate metabolic process	GO:0005975
slr0952	M	phosphoric ester hydrolase activity	GO:0042578
slr0953	B	metabolic process	GO:0008152
slr0953	B	sucrose biosynthetic process	GO:0005986
slr0953	M	catalytic activity	GO:0003824
slr0953	M	magnesium ion binding	GO:0000287
slr0953	M	phosphatase activity	GO:0016791
slr0953	M	sucrose-phosphatase activity	GO:0050307
slr0954	B	RNA processing	GO:0006396
slr0954	M	RNA binding	GO:0003723
slr0954	M	ribonuclease III activity	GO:0004525
slr0955	B	RNA processing	GO:0006396
slr0955	M	RNA binding	GO:0003723
slr0955	M	RNA methyltransferase activity	GO:0008173
slr0955	M	methyltransferase activity	GO:0008168
slr0958	B	cysteinyl-tRNA aminoacylation	GO:0006423
slr0958	B	tRNA aminoacylation for protein translation	GO:0006418
slr0958	B	translation	GO:0006412
slr0958	C	cytoplasm	GO:0005737
slr0958	M	ATP binding	GO:0005524
slr0958	M	aminoacyl-tRNA ligase activity	GO:0004812
slr0958	M	cysteine-tRNA ligase activity	GO:0004817
slr0958	M	nucleotide binding	GO:0000166
slr0959	C	membrane	GO:0016020
slr0963	B	oxidation reduction	GO:0055114
slr0963	M	4 iron, 4 sulfur cluster binding	GO:0051539
slr0963	M	heme binding	GO:0020037
slr0963	M	iron-sulfur cluster binding	GO:0051536
slr0963	M	oxidoreductase activity	GO:0016491
slr0963	M	sulfite reductase (ferredoxin) activity	GO:0050311
slr0964	B	transmembrane transport	GO:0055085
slr0964	C	membrane	GO:0016020
slr0965	B	DNA replication	GO:0006260
slr0965	M	3'-5' exonuclease activity	GO:0008408
slr0965	M	DNA binding	GO:0003677
slr0965	M	DNA-directed DNA polymerase activity	GO:0003887
slr0966	B	metabolic process	GO:0008152
slr0966	B	tryptophan metabolic process	GO:0006568
slr0966	M	catalytic activity	GO:0003824
slr0966	M	tryptophan synthase activity	GO:0004834
slr0969	B	cobalamin biosynthetic process	GO:0009236
slr0969	B	metabolic process	GO:0008152
slr0969	M	methyltransferase activity	GO:0008168
slr0974	B	translational initiation	GO:0006413
slr0974	M	translation initiation factor activity	GO:0003743
slr0977	B	transport	GO:0006810
slr0977	C	membrane	GO:0016020
slr0977	M	ATP binding	GO:0005524
slr0977	M	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
slr0982	M	ATP binding	GO:0005524
slr0982	M	ATPase activity	GO:0016887
slr0982	M	nucleoside-triphosphatase activity	GO:0017111
slr0982	M	nucleotide binding	GO:0000166
slr0983	B	biosynthetic process	GO:0009058
slr0983	M	nucleotidyltransferase activity	GO:0016779
slr0984	B	cellular metabolic process	GO:0044237
slr0984	B	metabolic process	GO:0008152
slr0984	M	binding	GO:0005488
slr0984	M	catalytic activity	GO:0003824
slr0984	M	coenzyme binding	GO:0050662
slr0985	B	lipopolysaccharide biosynthetic process	GO:0009103
slr0985	M	dTDP-4-dehydrorhamnose 3,5-epimerase activity	GO:0008830
slr0990	B	glutathione biosynthetic process	GO:0006750
slr0990	M	glutamate-cysteine ligase activity	GO:0004357
slr0992	B	RNA processing	GO:0006396
slr0992	M	RNA binding	GO:0003723
slr0992	M	RNA methyltransferase activity	GO:0008173
slr0993	B	cell wall macromolecule catabolic process	GO:0016998
slr0993	B	proteolysis	GO:0006508
slr0993	M	metalloendopeptidase activity	GO:0004222
slr0994	B	lipoate biosynthetic process	GO:0009107
slr0994	B	protein modification process	GO:0006464
slr0994	C	cytoplasm	GO:0005737
slr0994	M	catalytic activity	GO:0003824
slr0994	M	octanoyltransferase activity	GO:0016415
slr1020	B	cellular metabolic process	GO:0044237
slr1020	B	metabolic process	GO:0008152
slr1020	M	binding	GO:0005488
slr1020	M	catalytic activity	GO:0003824
slr1020	M	coenzyme binding	GO:0050662
slr1022	B	arginine metabolic process	GO:0006525
slr1022	M	catalytic activity	GO:0003824
slr1022	M	pyridoxal phosphate binding	GO:0030170
slr1022	M	transaminase activity	GO:0008483
slr1028	B	cell adhesion	GO:0007155
slr1028	B	cell communication	GO:0007154
slr1028	C	integral to membrane	GO:0016021
slr1028	C	integrin complex	GO:0008305
slr1028	M	sugar binding	GO:0005529
slr1030	B	chlorophyll biosynthetic process	GO:0015995
slr1030	B	photosynthesis	GO:0015979
slr1030	B	porphyrin biosynthetic process	GO:0006779
slr1030	M	ATP binding	GO:0005524
slr1030	M	magnesium chelatase activity	GO:0016851
slr1030	M	nucleoside-triphosphatase activity	GO:0017111
slr1030	M	nucleotide binding	GO:0000166
slr1031	B	tRNA aminoacylation for protein translation	GO:0006418
slr1031	B	translation	GO:0006412
slr1031	B	tyrosyl-tRNA aminoacylation	GO:0006437
slr1031	C	cytoplasm	GO:0005737
slr1031	M	ATP binding	GO:0005524
slr1031	M	RNA binding	GO:0003723
slr1031	M	aminoacyl-tRNA ligase activity	GO:0004812
slr1031	M	nucleotide binding	GO:0000166
slr1031	M	tyrosine-tRNA ligase activity	GO:0004831
slr1034	M	single-stranded DNA binding	GO:0003697
slr1037	B	regulation of transcription, DNA-dependent	GO:0006355
slr1037	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1037	M	two-component response regulator activity	GO:0000156
slr1039	B	metabolic process	GO:0008152
slr1039	M	methyltransferase activity	GO:0008168
slr1041	B	regulation of transcription, DNA-dependent	GO:0006355
slr1041	B	two-component signal transduction system (phosphorelay)	GO:0000160
slr1041	M	two-component response regulator activity	GO:0000156
slr1043	B	chemotaxis	GO:0006935
slr1043	B	signal transduction	GO:0007165
slr1043	C	intracellular	GO:0005622
slr1043	M	signal transducer activity	GO:0004871
slr1044	B	chemotaxis	GO:0006935
slr1044	B	signal transduction	GO:0007165
slr1044	C	integral to membrane	GO:0016021
slr1044	C	membrane	GO:0016020
slr1044	M	binding	GO:0005488
slr1044	M	signal transducer activity	GO:0004871
slr1046	B	protein secretion	GO:0009306
slr1046	B	protein transport	GO:0015031
slr1046	C	integral to membrane	GO:0016021
slr1046	C	membrane	GO:0016020
slr1046	C	plasma membrane	GO:0005886
slr1046	M	protein transporter activity	GO:0008565
slr1048	B	DNA metabolic process	GO:0006259
slr1048	M	exonuclease activity	GO:0004527
slr1050	B	protein amino acid O-linked glycosylation	GO:0006493
slr1050	C	membrane	GO:0016020
slr1050	M	mannosyltransferase activity	GO:0000030
slr1051	B	fatty acid biosynthetic process	GO:0006633
slr1051	B	metabolic process	GO:0008152
slr1051	B	oxidation reduction	GO:0055114
slr1051	M	binding	GO:0005488
slr1051	M	catalytic activity	GO:0003824
slr1051	M	enoyl-[acyl-carrier-protein] reductase (NADH) activity	GO:0004318
slr1051	M	oxidoreductase activity	GO:0016491
slr1055	B	biosynthetic process	GO:0009058
slr1055	B	chlorophyll biosynthetic process	GO:0015995
slr1055	M	magnesium chelatase activity	GO:0016851
slr1062	M	DNA binding	GO:0003677
slr1063	B	biosynthetic process	GO:0009058
slr1064	B	biosynthetic process	GO:0009058
slr1066	B	biosynthetic process	GO:0009058
slr1067	B	cellular metabolic process	GO:0044237
slr1067	B	galactose metabolic process	GO:0006012
slr1067	B	metabolic process	GO:0008152
slr1067	M	UDP-glucose 4-epimerase activity	GO:0003978
slr1067	M	binding	GO:0005488
slr1067	M	catalytic activity	GO:0003824
slr1067	M	coenzyme binding	GO:0050662
slr1071	B	metabolic process	GO:0008152
slr1071	M	methyltransferase activity	GO:0008168
slr1072	B	GDP-mannose metabolic process	GO:0019673
slr1072	B	cellular metabolic process	GO:0044237
slr1072	B	metabolic process	GO:0008152
slr1072	C	intracellular	GO:0005622
slr1072	M	GDP-mannose 4,6-dehydratase activity	GO:0008446
slr1072	M	binding	GO:0005488
slr1072	M	catalytic activity	GO:0003824
slr1072	M	coenzyme binding	GO:0050662
slr1076	B	biosynthetic process	GO:0009058
slr1077	B	biosynthetic process	GO:0009058
slr1078	B	galactose metabolic process	GO:0006012
slr1078	B	metabolic process	GO:0008152
slr1078	M	UDP-glucose 4-epimerase activity	GO:0003978
slr1078	M	binding	GO:0005488
slr1078	M	catalytic activity	GO:0003824
slr1084	M	transferase activity	GO:0016740
slr1085	B	biosynthetic process	GO:0009058
slr1090	C	intracellular	GO:0005622
slr1090	M	GTP binding	GO:0005525
slr1093	B	folic acid and derivative biosynthetic process	GO:0009396
slr1093	M	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	GO:0003848
slr1096	B	cell redox homeostasis	GO:0045454
slr1096	B	oxidation reduction	GO:0055114
slr1096	C	cytoplasm	GO:0005737
slr1096	M	FAD binding	GO:0050660
slr1096	M	dihydrolipoyl dehydrogenase activity	GO:0004148
slr1096	M	oxidoreductase activity	GO:0016491
slr1098	M	binding	GO:0005488
slr1099	M	carboxy-lyase activity	GO:0016831
slr1099	M	catalytic activity	GO:0003824
slr1102	B	signal transduction	GO:0007165
slr1102	M	signal transducer activity	GO:0004871
slr1106	C	membrane	GO:0016020
slr1113	M	ATP binding	GO:0005524
slr1113	M	ATPase activity	GO:0016887
slr1113	M	nucleoside-triphosphatase activity	GO:0017111
slr1113	M	nucleotide binding	GO:0000166
slr1115	B	metabolic process	GO:0008152
slr1115	M	methyltransferase activity	GO:0008168
slr1117	B	metabolic process	GO:0008152
slr1117	M	methyltransferase activity	GO:0008168
slr1118	B	biosynthetic process	GO:0009058
slr1119	B	lipid metabolic process	GO:0006629
slr1119	M	hydrolase activity	GO:0016787
slr1119	M	hydrolase activity, acting on ester bonds	GO:0016788
slr1120	C	membrane	GO:0016020
slr1120	M	aspartic-type endopeptidase activity	GO:0004190
slr1123	B	purine nucleotide metabolic process	GO:0006163
slr1123	M	guanylate kinase activity	GO:0004385
slr1128	C	membrane	GO:0016020
slr1129	B	RNA processing	GO:0006396
slr1129	C	cytoplasm	GO:0005737
slr1129	M	RNA binding	GO:0003723
slr1129	M	ribonuclease activity	GO:0004540
slr1130	M	RNA binding	GO:0003723
slr1130	M	nucleic acid binding	GO:0003676
slr1130	M	ribonuclease H activity	GO:0004523
slr1133	B	arginine biosynthetic process via ornithine	GO:0042450
slr1133	M	argininosuccinate lyase activity	GO:0004056
slr1133	M	catalytic activity	GO:0003824
slr1134	M	hydrolase activity	GO:0016787
slr1136	B	electron transport chain	GO:0022900
slr1136	B	respiratory electron transport chain	GO:0022904
slr1136	C	integral to membrane	GO:0016021
slr1136	C	membrane	GO:0016020
slr1136	M	copper ion binding	GO:0005507
slr1136	M	cytochrome-c oxidase activity	GO:0004129
slr1136	M	electron carrier activity	GO:0009055
slr1136	M	heme binding	GO:0020037
slr1137	B	aerobic respiration	GO:0009060
slr1137	B	electron transport chain	GO:0022900
slr1137	B	oxidation reduction	GO:0055114
slr1137	B	transport	GO:0006810
slr1137	C	integral to membrane	GO:0016021
slr1137	C	plasma membrane	GO:0005886
slr1137	M	copper ion binding	GO:0005507
slr1137	M	cytochrome-c oxidase activity	GO:0004129
slr1137	M	electron carrier activity	GO:0009055
slr1137	M	heme binding	GO:0020037
slr1137	M	iron ion binding	GO:0005506
slr1138	B	mitochondrial electron transport, cytochrome c to oxygen	GO:0006123
slr1138	B	respiratory electron transport chain	GO:0022904
slr1138	C	membrane	GO:0016020
slr1138	M	cytochrome-c oxidase activity	GO:0004129
slr1139	B	cell redox homeostasis	GO:0045454
slr1140	M	catalytic activity	GO:0003824
slr1140	M	pyridoxal phosphate binding	GO:0030170
slr1145	B	L-glutamate transport	GO:0015813
slr1145	C	integral to membrane	GO:0016021
slr1145	M	glutamate:sodium symporter activity	GO:0015501
slr1147	B	peptidyl-histidine phosphorylation	GO:0018106
slr1147	B	phosphorylation	GO:0016310
slr1147	B	signal transduction	GO:0007165
slr1147	C	membrane	GO:0016020
slr1147	M	ATP binding	GO:0005524
slr1147	M	protein histidine kinase activity	GO:0004673
slr1147	M	signal transducer activity	GO:0004871
slr1147	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
slr1147	M	two-component sensor activity	GO:0000155
slr1149	B	transmembrane transport	GO:0055085
slr1149	B	transport	GO:0006810
slr1149	C	integral to membrane	GO:0016021
slr1149	M	ATP binding	GO:0005524
slr1149	M	ATPase activity	GO:0016887
slr1149	M	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
slr1149	M	nucleoside-triphosphatase activity	GO:0017111
slr1149	M	nucleotide binding	GO:0000166
slr1159	B	purine base biosynthetic process	GO:0009113
slr1159	M	ATP binding	GO:0005524
slr1159	M	catalytic activity	GO:0003824
slr1159	M	phosphoribosylamine-glycine ligase activity	GO:0004637
slr1161	M	catalytic activity	GO:0003824
slr1161	M	hydrolase activity	GO:0016787
slr1161	M	zinc ion binding	GO:0008270
slr1163	B	transport	GO:0006810
slr1163	C	integral to membrane	GO:0016021
slr1163	M	transporter activity	GO:0005215
slr1164	B	DNA replication	GO:0006260
slr1164	B	oxidation reduction	GO:0055114
slr1164	C	ribonucleoside-diphosphate reductase complex	GO:0005971
slr1164	M	ATP binding	GO:0005524
slr1164	M	protein binding	GO:0005515
slr1164	M	ribonucleoside-diphosphate reductase activity	GO:0004748
slr1165	B	sulfate assimilation	GO:0000103
slr1165	M	sulfate adenylyltransferase (ATP) activity	GO:0004781
slr1166	B	biosynthetic process	GO:0009058
slr1170	C	membrane	GO:0016020
slr1171	B	oxidation reduction	GO:0055114
slr1171	B	response to oxidative stress	GO:0006979
slr1171	M	glutathione peroxidase activity	GO:0004602
slr1176	B	biosynthetic process	GO:0009058
slr1176	B	glycogen biosynthetic process	GO:0005978
slr1176	M	glucose-1-phosphate adenylyltransferase activity	GO:0008878
slr1176	M	nucleotidyltransferase activity	GO:0016779
slr1181	B	photosynthesis, light reaction	GO:0019684
slr1181	B	photosynthetic electron transport in photosystem II	GO:0009772
slr1181	C	light-harvesting complex	GO:0030076
slr1181	C	membrane	GO:0016020
slr1181	C	plasma membrane light-harvesting complex	GO:0030077
slr1181	M	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	GO:0045156
